species,iteration,maxfish,minrec,asympLen,growthCoef,lenWtPower,lenWtCoef,maxage,minsize,bgResource
Engraulis_ringens,7,0.08,0.07598449128581015,[19.87222222  1.42094862],[0.97909524 0.25100352],3.013884324243891,0.006451255993244968,3,0.01055452883665995,23.0
Merlangius_merlangus,2,0.01,0.0004437242140869676,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0419626636272232,0.007230124866636575,20,0.16250363727212247,623.0
Micromesistius_australis,7,0.01,0.0003839183777600891,[55.5175      4.54358496],[0.2405     0.07245294],3.174284149096587,0.00360005700463794,25,0.24811644956543588,1036.0
Merlangius_merlangus,7,0.0,0.0003559331581224621,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.046799271201496,0.007089716773919184,20,0.16232169886131065,622.0
Micromesistius_poutassou,5,0.09999999999999999,0.001535233490263742,[36.91538462  5.79804742],[0.31853846 0.19533054],3.1601116501205184,0.003776210355259693,20,0.06770746125677195,218.0
Gadus_morhua,6,0.060000000000000005,4.0688353929704704e-05,[110.03925234  29.12598774],[0.18537383 0.08534796],3.0700086629965626,0.007301925361134539,25,2.70418436725954,18209.0
Gadus_morhua,5,0.060000000000000005,4.0688353929704704e-05,[110.03925234  29.12598774],[0.18537383 0.08534796],3.070304414268769,0.007294467071251543,25,2.705180616533382,18217.0
Merlangius_merlangus,3,0.01,0.0005531689691561551,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0641274222885984,0.006608688480681515,20,0.1616715373130244,619.0
Micromesistius_australis,4,0.05,0.0003839183777600891,[55.5175      4.54358496],[0.2405     0.07245294],3.174553812311209,0.0035956669189932226,25,0.24808245069020507,1036.0
Merlangius_merlangus,6,0.01,0.0004437242140869676,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.053247925917785,0.006906742697314759,20,0.16207943696995275,621.0
Engraulis_ringens,1,0.11999999999999998,0.07598449128581015,[19.87222222  1.42094862],[0.97909524 0.25100352],3.029158489773213,0.00617031705018818,3,0.010566512866882177,23.0
Micromesistius_australis,8,0.03,0.0003839183777600891,[55.5175      4.54358496],[0.2405     0.07245294],3.1713057902957953,0.0036489023238972106,25,0.2484922682062778,1038.0
Gadus_chalcogrammus,8,0.0,0.0001579787312340796,[67.37666667 17.82126885],[0.26771429 0.12562888],2.8802623901344244,0.010944982846809607,28,0.40441968359544156,1862.0
Gadus_macrocephalus,5,0.04,5.640983336087465e-05,[97.1375     21.47409985],[0.257      0.17390884],2.9565500676971164,0.01230594094214699,25,1.8490717386929223,11539.0
Merluccius_hubbsi,2,0.0,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9517982688473365,0.008536978885783218,25,0.47087266405988065,2235.0
Gadus_chalcogrammus,7,0.01,0.00019694424854674558,[67.37666667 17.82126885],[0.26771429 0.12562888],2.8698233708252383,0.011396294870573583,28,0.40298885113533267,1854.0
Gadus_chalcogrammus,5,0.0,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.88774776173371,0.010632410719876542,28,0.4054487984120152,1868.0
Gadus_chalcogrammus,4,0.01,0.00019694424854674558,[67.37666667 17.82126885],[0.26771429 0.12562888],2.872048521457941,0.011298559354658263,28,0.4032934180380687,1856.0
Merlangius_merlangus,5,0.04,0.0005531689691561551,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0596597036385083,0.00672949703431183,20,0.1618389189433463,620.0
Gadus_morhua,10,0.060000000000000005,4.0688353929704704e-05,[110.03925234  29.12598774],[0.18537383 0.08534796],3.0790045028255775,0.007078442669854623,25,2.734651969530571,18455.0
Merluccius_hubbsi,5,0.0,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.950583154209075,0.008573632625205954,25,0.4704619656058946,2232.0
Merluccius_hubbsi,3,0.02,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9425858425225466,0.008818828098566595,25,0.46776786460778963,2217.0
Gadus_macrocephalus,3,0.09,5.640983336087465e-05,[97.1375     21.47409985],[0.257      0.17390884],3.000134056352565,0.01063091093727612,25,1.9499688026322914,12299.0
Merluccius_hubbsi,10,0.0,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9456681148534605,0.008723506723668239,25,0.4688043756156959,2223.0
Merlangius_merlangus,8,0.05,0.0005531689691561551,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0429864395145114,0.007200174192912166,20,0.16246510894226246,623.0
Pollachius_virens,7,0.12999999999999998,5.096946777246379e-05,[118.39166667  25.4723543 ],[0.14941667 0.04875627],3.0369702999768773,0.007604453480026949,25,3.0110135551553987,20716.0
Merlangius_merlangus,9,0.04,0.0005531689691561551,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0578571863771153,0.0067788606591016485,20,0.1619064987197079,620.0
Merluccius_hubbsi,8,0.0,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9500629234993845,0.0085893733739462,25,0.47028624156290927,2231.0
Merlangius_merlangus,10,0.03,0.0005531689691561551,[45.74444444 12.89773926],[0.34559596 0.1883166 ],3.0564413999499287,0.006817887067331522,20,0.16195959901342052,621.0
Gadus_chalcogrammus,9,0.03,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.862668650792556,0.011716318632214036,28,0.40201110863963224,1849.0
Merluccius_hubbsi,6,0.02,0.00019714789539215406,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9348132650881924,0.009063850972134297,25,0.46516425549625656,2202.0
Gadus_macrocephalus,9,0.07,5.640983336087465e-05,[97.1375     21.47409985],[0.257      0.17390884],3.006834706025403,0.010394440150803349,25,1.965961777393047,12420.0
Pollachius_virens,8,0.08,5.096946777246379e-05,[118.39166667  25.4723543 ],[0.14941667 0.04875627],3.028898164694625,0.007872610750438604,25,2.999351423044571,20619.0
Merluccius_capensis,5,0.0,3.814942118024151e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0712233484370497,0.006329928544716677,25,3.2998408362990563,23123.0
Pollachius_virens,3,0.10999999999999999,5.096946777246379e-05,[118.39166667  25.4723543 ],[0.14941667 0.04875627],3.028585263725163,0.007883193620067144,25,2.998900273193474,20616.0
Macruronus_magellanicus,1,0.0,0.00012739121637763678,[94.575      21.64692049],[0.19275    0.12913139],2.992655759677546,0.0034513767217983406,25,0.5647299682593748,2780.0
Pollachius_virens,9,0.09,5.096946777246379e-05,[118.39166667  25.4723543 ],[0.14941667 0.04875627],3.032387687941351,0.007755547174288631,25,3.0043873219653374,20661.0
Gadus_chalcogrammus,10,0.04,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.86264555825426,0.011717365954954331,28,0.4020079567266316,1848.0
Gadus_chalcogrammus,1,0.07,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.8821845381518507,0.0108638520818288,28,0.40468369764020223,1863.0
Merluccius_capensis,7,0.0,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0729803270700424,0.0062691410895385595,25,3.2958900618805083,23089.0
Macruronus_magellanicus,6,0.0,0.00012739121637763678,[94.575      21.64692049],[0.19275    0.12913139],2.991356862036989,0.0033994917924773486,25,0.5529630793287895,2710.0
Gadus_macrocephalus,7,0.09,5.640983336087465e-05,[97.1375     21.47409985],[0.257      0.17390884],3.0193157182197323,0.009967909922464359,25,1.9961017347000247,12649.0
Gadus_chalcogrammus,3,0.05,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.870857641252513,0.011350761791703128,28,0.4031303880065529,1855.0
Gadus_chalcogrammus,2,0.060000000000000005,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.8803007144249184,0.010943359335669036,28,0.40442494589336153,1862.0
Pollachius_virens,10,0.09,5.096946777246379e-05,[118.39166667  25.4723543 ],[0.14941667 0.04875627],3.0354994079466975,0.0076526268253788565,25,3.008885126077244,20698.0
Merluccius_capensis,6,0.02,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0750639143013756,0.006197809882070562,25,3.291210999690733,23050.0
Melanogrammus_aeglefinus,1,0.10999999999999999,0.00017424329577659753,[69.92822222 13.0720669 ],[0.26293333 0.15285338],3.1370256094576354,0.005710191868712391,20,0.6988802863874092,3590.0
Merluccius_capensis,3,0.04,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0774077713215306,0.006118537950637207,25,3.2859553945515643,23006.0
Merluccius_bilinearis,1,0.01,0.0007232980707644706,[46.05625     8.14820788],[0.421375   0.16452269],3.1140309004602185,0.006128749079970608,12,0.18532493314616222,730.0
Macruronus_magellanicus,3,0.02,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.9920695489791846,0.003427862995167139,25,0.5593887188018162,2748.0
Merluccius_capensis,10,0.01,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0710384142745815,0.006336361031404751,25,3.3002569580252636,23126.0
Merluccius_bilinearis,5,0.0,0.0007232980707644706,[46.05625     8.14820788],[0.421375   0.16452269],3.1140755050977975,0.006127333857225716,12,0.18531379314978497,730.0
Merluccius_capensis,8,0.02,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.07970272709458,0.006041902405864276,25,3.2808175718878894,22963.0
Merluccius_bilinearis,9,0.0,0.0007232980707644706,[46.05625     8.14820788],[0.421375   0.16452269],3.1169058215329812,0.006038198209463079,12,0.18460828998748788,726.0
Merluccius_capensis,1,0.03,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.078081620680505,0.006095935815824253,25,3.28444598327772,22993.0
Merluccius_bilinearis,8,0.0,0.0007232980707644706,[46.05625     8.14820788],[0.421375   0.16452269],3.1129261646979836,0.006163904798448958,12,0.18560105439853472,731.0
Merluccius_capensis,2,0.03,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.070114151121895,0.006368607389527478,25,3.302337435990972,23144.0
Merluccius_capensis,9,0.03,4.755899118915813e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.078910513271432,0.006068247735353776,25,3.282590228728601,22978.0
Trachurus_murphyi,3,0.15,0.00035323754630028003,[84.46       21.32844736],[0.1136     0.03650936],2.8978679082993257,0.013708517873685794,16,1.0500278669758245,5851.0
Macruronus_magellanicus,9,0.03,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.9923387094295784,0.003438639438283754,25,0.5618348683537308,2763.0
Merluccius_australis,2,0.0,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.279604742879003,0.0021540359267852387,30,1.6258061565594166,9888.0
Macruronus_magellanicus,7,0.03,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.9926885437592614,0.0034526964891451865,25,0.5650301812546081,2781.0
Merluccius_australis,4,0.0,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.281603871416945,0.002136957145923647,30,1.6278733195026298,9903.0
Merluccius_australis,6,0.0,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.278406744110355,0.0021643359027062243,30,1.6245686455364543,9879.0
Merluccius_australis,5,0.01,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.276543846218416,0.0021804503756357968,30,1.6226461767200093,9865.0
Merluccius_australis,7,0.0,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.273574551765274,0.0022063838111947747,30,1.6195866333260243,9843.0
Macruronus_magellanicus,10,0.04,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.991817351832784,0.003417796365017684,25,0.5571063983921962,2735.0
Macruronus_magellanicus,5,0.05,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.9918515397814796,0.003419159267467496,25,0.5574152442360063,2736.0
Urophycis_tenuis,1,0.0,3.1003034230294205e-05,[110.          36.76955262],[0.162      0.07919596],3.1601006527186555,0.004149242582498966,23,2.3442567694072913,15341.0
Engraulis_ringens,10,0.12999999999999998,0.07598449128581015,[19.87222222  1.42094862],[0.97909524 0.25100352],3.014251906037232,0.0064443471026808,3,0.010554817079736266,23.0
Urophycis_tenuis,2,0.0,3.1003034230294205e-05,[110.          36.76955262],[0.162      0.07919596],3.159363229285186,0.00415867253985114,23,2.3414544113779256,15319.0
Urophycis_tenuis,8,0.0,3.1003034230294205e-05,[110.          36.76955262],[0.162      0.07919596],3.160186833560034,0.004148141923286022,23,2.3445844928291675,15343.0
Merluccius_hubbsi,9,0.04,0.00024577450272751834,[69.68466667 17.05074045],[0.23927778 0.07507564],2.940448552262783,0.008885536103932994,25,0.4670504793390398,2213.0
Urophycis_tenuis,3,0.0,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.1593634367315406,0.0041586698840758865,23,2.341455199244733,15319.0
Macruronus_magellanicus,4,0.05,0.00015881231090389514,[94.575      21.64692049],[0.19275    0.12913139],2.992422249266783,0.003441991027597851,25,0.5625962574266402,2767.0
Gadus_chalcogrammus,6,0.09999999999999999,0.0002455206263061508,[67.37666667 17.82126885],[0.26771429 0.12562888],2.8954626517580446,0.01031959302539606,28,0.40651220872261196,1873.0
Merluccius_australis,9,0.01,4.881285107229347e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.2729905818904133,0.0022115203096485635,30,1.6189855934187936,9838.0
Urophycis_tenuis,7,0.01,3.1003034230294205e-05,[110.          36.76955262],[0.162      0.07919596],3.1597236475422195,0.0041540609409818005,23,2.3428236547862467,15329.0
Istiompax_indica,3,0.0,2.2489381955111254e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.9813052884128406,0.009003391641160412,40,57.192526531460885,709024.0
Merluccius_hubbsi,1,0.060000000000000005,0.00024577450272751834,[69.68466667 17.05074045],[0.23927778 0.07507564],2.947652374251232,0.008662687988755077,25,0.4694728601424041,2227.0
Istiompax_indica,9,0.0,2.8036397018959293e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.959225825906223,0.0064542294475601085,40,36.07602328715042,407864.0
Istiompax_indica,8,0.01,2.8036397018959293e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.9648531276204526,0.007025678243685088,40,40.57164138921557,469592.0
Urophycis_tenuis,5,0.01,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.159342042210332,0.0041589437905178665,23,2.3413739457393787,15318.0
Urophycis_tenuis,6,0.02,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.1593999856143054,0.004158202003466348,23,2.341594013494095,15320.0
Istiompax_indica,5,0.03,1.8039846574467463e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.9926423875081136,0.010681542704363983,40,72.45941669781813,941819.0
Istiompax_indica,4,0.03,3.4951585569298546e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.9609741969054055,0.006626612560589847,40,37.416683434958635,426120.0
Urophycis_tenuis,10,0.03,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.158479839921742,0.004169997285944506,23,2.3381017632272356,15292.0
Merluccius_australis,3,0.04,6.085256033366104e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.267857602815147,0.002257186721126386,30,1.6137121596876591,9800.0
Urophycis_tenuis,4,0.03,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.158880593493457,0.0041648559470294794,23,2.3396221118669684,15304.0
Urophycis_tenuis,9,0.03,3.864994503663386e-05,[110.          36.76955262],[0.162      0.07919596],3.1578060003387876,0.004178656405573677,23,2.3355476283556573,15272.0
Merluccius_bilinearis,10,0.07,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.1126546311752965,0.006172576569135652,12,0.18566898533373685,731.0
Makaira_nigricans,9,0.0,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.0344996451219584,0.006115349058303329,30,34.96190218287767,392796.0
Merluccius_hubbsi,7,0.08,0.00024577450272751834,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9569985983487785,0.00838187389400026,25,0.4726343858014129,2245.0
Merluccius_hubbsi,4,0.09999999999999999,0.00024577450272751834,[69.68466667 17.05074045],[0.23927778 0.07507564],2.9473058309942473,0.008673279102721674,25,0.4693560432337558,2226.0
Macruronus_magellanicus,2,0.09,0.00019798343097588166,[94.575      21.64692049],[0.19275    0.12913139],2.9921703689505295,0.003431895587537735,25,0.5603037279667498,2753.0
Makaira_nigricans,6,0.01,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.0340727811213126,0.006128051131410577,30,34.95001161990811,392636.0
Engraulis_ringens,5,0.15,0.09472609648521076,[19.87222222  1.42094862],[0.97909524 0.25100352],3.01058514955239,0.006513598219557508,3,0.010551942106960723,23.0
Kajikia_audax,2,0.0,6.160927368766192e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.946929394573681,0.00795830061533543,30,23.360095337068472,242116.0
Makaira_nigricans,1,0.03,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.0456795935810934,0.005791884286106619,30,35.27477120367637,397018.0
Makaira_nigricans,7,0.02,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.043869352221004,0.005843073881355221,30,35.223922582784375,396332.0
Makaira_nigricans,2,0.03,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.0237419554442435,0.006443639252459128,30,34.66347005004333,388776.0
Merluccius_bilinearis,4,0.08,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.1088551271566214,0.006295206144167291,12,0.18662213890989288,736.0
Merluccius_australis,1,0.09,6.085256033366104e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.2750834417027828,0.0021931670444566226,30,1.621140662970187,9854.0
Kajikia_audax,4,0.01,7.68052257107244e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.92792741861154,0.007554089753278678,30,19.93542927612591,200172.0
Istiompax_indica,7,0.04,4.3572408144380986e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.9522937966523033,0.005813772725110001,40,31.21685442932398,342863.0
Merluccius_bilinearis,7,0.09,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.110061092134185,0.006256021798671273,12,0.18631907848749715,734.0
Merluccius_bilinearis,6,0.060000000000000005,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.1162473429875632,0.006058819346821707,12,0.18477218652473426,727.0
Merluccius_bilinearis,3,0.09999999999999999,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.111003452359012,0.00622557236367421,12,0.186082604832419,733.0
Makaira_nigricans,8,0.03,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.0194271920574463,0.006580211883829135,30,34.544489956739575,387176.0
Xiphias_gladius,3,0.0,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.2362491453185522,0.0026896119093672574,30,38.22923166167576,437248.0
Merluccius_australis,10,0.060000000000000005,6.085256033366104e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.27572881826507,0.0021875382211978913,30,1.6218058017132382,9859.0
Merluccius_australis,8,0.05,6.085256033366104e-05,[101.24166667  14.63976269],[0.21406667 0.07658162],3.2759001044808302,0.002186046730354415,30,1.6219823787335566,9860.0
Xiphias_gladius,4,0.02,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.2266989131845434,0.002727547717702857,30,36.754275311708476,417083.0
Kajikia_audax,5,0.0,9.574926538464745e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.9257282774860642,0.0075086553611196675,30,19.573006536646268,195813.0
Merluccius_bilinearis,2,0.09,0.0009016998295229369,[46.05625     8.14820788],[0.421375   0.16452269],3.1134472404619067,0.006147297683940228,12,0.1854707638032673,730.0
Xiphias_gladius,7,0.02,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.233627027705201,0.0026999747297630017,30,37.81847032979326,431617.0
Makaira_nigricans,10,0.04,2.380453900988027e-06,[286.5        108.18733752],[0.285 0.21 ],3.045799277224963,0.005788515747406527,30,35.2781356330403,397064.0
Xiphias_gladius,5,0.01,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.241274786474642,0.0026698612095909387,30,39.02902238812204,448248.0
Kajikia_audax,7,0.02,7.68052257107244e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.9409835751149096,0.007829548648194573,30,22.229586598615363,228124.0
Kajikia_audax,9,0.03,9.574926538464745e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.909808899583393,0.007187807814259455,30,17.138687628479502,166965.0
Xiphias_gladius,2,0.04,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.2257540390527737,0.0027313299494232048,30,36.6114772535687,415140.0
Merluccius_capensis,4,0.09999999999999999,5.928943540831192e-05,[122.76956522  24.08106451],[0.11183478 0.03247419],3.0796060499806517,0.0060451112975454715,25,3.2810338452072068,22965.0
Istiompax_indica,6,0.09999999999999999,2.8036397018959293e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.978050085833658,0.008572218353497451,40,53.43616106621527,653516.0
Genypterus_blacodes,2,0.01,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.372498386690224,0.0009586056465184978,30,3.0487131597032464,21027.0
Genypterus_blacodes,5,0.0,2.581765558116215e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3990154660080067,0.0008655084971399831,30,3.1359636755694833,21752.0
Genypterus_blacodes,3,0.02,2.581765558116215e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3905413050735675,0.0008942323731341471,30,3.107812585587742,21517.0
Genypterus_blacodes,10,0.0,2.581765558116215e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3888425426204822,0.0009001041723319614,30,3.1021997913825547,21471.0
Xiphias_gladius,9,0.03,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.231739272329737,0.0027074600020889766,30,37.52548393752253,427607.0
Xiphias_gladius,1,0.02,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.240138672424538,0.0026743133961086153,30,38.8467675286696,445738.0
Mallotus_villosus,1,0.01,0.010723713687239839,[20.7         4.15451562],[0.4606     0.13241526],3.388172276085284,0.0019557148232960406,10,0.01124785641714736,25.0
Xiphias_gladius,6,0.03,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.250009827730156,0.0026358771130304028,30,40.45915444991214,468030.0
Genypterus_blacodes,8,0.0,2.581765558116215e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3867466751537703,0.0009074017272105798,30,3.095288909059057,21413.0
Kajikia_audax,1,0.04,7.68052257107244e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.9473064297503986,0.00796653603301544,30,23.43369136730144,243031.0
Genypterus_blacodes,1,0.03,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3933858780491337,0.0008844857080653237,30,3.1172339427487956,21596.0
Istiompax_indica,1,0.12999999999999998,3.4951585569298546e-06,[328.33333333  10.66575091],[0.231      0.21101422],2.966713730311955,0.007225539080438789,40,42.17804428020344,491991.0
Mallotus_villosus,2,0.01,0.010723713687239839,[20.7         4.15451562],[0.4606     0.13241526],3.4110068390390547,0.0018326303902725855,10,0.011295064834040114,25.0
Mallotus_villosus,6,0.0,0.010723713687239839,[20.7         4.15451562],[0.4606     0.13241526],3.4403691316789926,0.001685675328247035,10,0.011356060062429764,25.0
Mallotus_villosus,8,0.01,0.010723713687239839,[20.7         4.15451562],[0.4606     0.13241526],3.3756584362866806,0.0020266396604395405,10,0.011222068919368453,25.0
Nemadactylus_macropterus,4,0.0,0.00018335787614613732,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.9150621859727313,0.025849914687521413,50,0.37880769486169485,1721.0
Mallotus_villosus,5,0.0,0.013368721961911145,[20.7         4.15451562],[0.4606     0.13241526],3.4471682379164212,0.0016533626178012928,10,0.011370230964890406,25.0
Macruronus_magellanicus,8,0.10999999999999999,0.00019798343097588166,[94.575      21.64692049],[0.19275    0.12913139],2.9920672747475487,0.003427772085229111,25,0.5593680958601758,2748.0
Genypterus_blacodes,7,0.02,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.388894869809009,0.0008999227283430931,30,3.1023725315636055,21472.0
Kajikia_audax,6,0.04,7.68052257107244e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.948947378632291,0.008002477949611708,30,23.756709289404203,247057.0
Nemadactylus_macropterus,2,0.01,0.00022858316971302676,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.9160535481152823,0.025755459090981068,50,0.3788640976815232,1722.0
Mallotus_villosus,10,0.01,0.010723713687239839,[20.7         4.15451562],[0.4606     0.13241526],3.415984022720129,0.001806847638346952,10,0.011305380988086231,25.0
Nemadactylus_macropterus,5,0.01,0.00022858316971302676,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.9130606247723363,0.026041677688056937,50,0.3786938430993481,1721.0
Kajikia_audax,8,0.05,9.574926538464745e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.9225540940668413,0.007443557971865392,30,19.061481975434805,189688.0
Xiphias_gladius,10,0.060000000000000005,2.0834319213825987e-06,[266.78750042  91.01862338],[0.1605     0.07141976],3.2486643996213846,0.002641083243747169,30,40.23550918147573,464927.0
Makaira_nigricans,5,0.08,2.967593808786851e-06,[286.5        108.18733752],[0.285 0.21 ],3.0392925320833184,0.005974523188162508,30,35.09568907334641,394601.0
Mallotus_villosus,7,0.01,0.013368721961911145,[20.7         4.15451562],[0.4606     0.13241526],3.413746775414633,0.0018183918156523427,10,0.011300742704893067,25.0
Genypterus_blacodes,4,0.03,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.396774078765133,0.0008730148836401081,30,3.128493097222682,21689.0
Nemadactylus_macropterus,10,0.02,0.00022858316971302676,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.9085295396950293,0.026481057748037017,50,0.3784362346713472,1719.0
Genypterus_blacodes,9,0.03,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.400916380534476,0.0008591929531216255,30,3.142313431610308,21804.0
Lutjanus_campechanus,4,0.01,3.2174365302516644e-05,[91.42307692 11.36342581],[0.1725    0.0519671],3.0122139471956753,0.015197637041143939,57,2.454289546253401,16209.0
Nemadactylus_macropterus,7,0.02,0.00022858316971302676,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.9080125820348885,0.02653165603359748,50,0.37840685491479314,1719.0
Genypterus_blacodes,6,0.04,3.218559066749736e-05,[136.56666667  23.15145784],[0.11322222 0.03523769],3.3905739464896345,0.0008941199234455721,30,3.1079205338035165,21518.0
Nemadactylus_macropterus,3,0.01,0.0002849633000461383,[46.65454545  4.6463671 ],[0.18427273 0.05584638],2.915876416348435,0.02577231059646183,50,0.37885401928377305,1721.0
Lutjanus_campechanus,1,0.02,4.011018538681422e-05,[91.42307692 11.36342581],[0.1725    0.0519671],3.014797228878718,0.015011541015286085,57,2.4526804316816913,16196.0
Lutjanus_campechanus,8,0.0,4.011018538681422e-05,[91.42307692 11.36342581],[0.1725    0.0519671],3.0034286781514608,0.015847951408599344,57,2.4597697549427338,16252.0
Mallotus_villosus,9,0.04,0.013368721961911145,[20.7         4.15451562],[0.4606     0.13241526],3.4715417659965557,0.0015425342996146152,10,0.01142117648425261,25.0
Kajikia_audax,10,0.04,9.574926538464745e-06,[270.33076923  30.48123424],[0.47461538 0.23128501],2.918501299555084,0.007361261345088247,30,18.427751693496614,182146.0
